Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude.data,longitude.data,altitude.data,utm_easting.data,utm_northing.data,zone_num.data,zone_letter.data,fix_quality.data
1645139247.8616452,3092,0,0,,42.33705534833333,-71.08684043833334,12.239,328084.28403534123,4689309.237962683,19.0,T,5
1645139248.060109,3093,0,0,,42.337054528333326,-71.08683949833333,12.255,328084.3592420184,4689309.145007463,19.0,T,5
1645139248.3518643,3094,0,0,,42.33705336999999,-71.08683815333335,12.281,328084.46689235314,4689309.013664088,19.0,T,5
1645139248.5485046,3095,0,0,,42.33705235666666,-71.08683677166668,12.24,328084.57795858796,4689308.898347725,19.0,T,5
1645139248.7558446,3096,0,0,,42.33705153166667,-71.08683560666665,12.291,328084.6716881186,4689308.804382396,19.0,T,5
1645139248.9657803,3097,0,0,,42.33705014,-71.08683451666667,12.271,328084.75769461365,4689308.647644699,19.0,T,5
1645139249.1585877,3098,0,0,,42.337048460000005,-71.08683327166668,12.218,328084.8556849516,4689308.45857641,19.0,T,5
1645139249.3607247,3099,0,0,,42.33704674333334,-71.08683201833333,12.251,328084.95426191366,4689308.265419722,19.0,T,5
1645139249.5530307,3100,0,0,,42.33704520999999,-71.08683068666666,12.207,328085.0597919175,4689308.092462426,19.0,T,5
1645139249.7519512,3101,0,0,,42.33704395333333,-71.08682900833332,12.258,328085.1946357562,4689307.949525972,19.0,T,5
1645139249.860957,3102,0,0,,42.33704269500001,-71.08682744833332,12.282,328085.31972625025,4689307.806643694,19.0,T,5
1645139250.1584826,3103,0,0,,42.33704127166667,-71.08682603333334,12.292,328085.4324213837,4689307.645732585,19.0,T,5
1645139250.3581207,3104,0,0,,42.33703987333334,-71.086824605,12.287,328085.5462831097,4689307.487570581,19.0,T,5
1645139250.5657568,3105,0,0,,42.337038305,-71.0868234,12.285,328085.6412824143,4689307.310982905,19.0,T,5
1645139250.7287765,3106,0,0,,42.33703693833333,-71.086822045,12.247,328085.7491889247,4689307.156485508,19.0,T,5
1645139250.9632173,3107,0,0,,42.33703550833334,-71.08682049000001,12.218,328085.87339972064,4689306.994551078,19.0,T,5
1645139251.1531315,3108,0,0,,42.33703441666667,-71.08681881000001,12.267,328086.00883054116,4689306.869933261,19.0,T,5
1645139251.347947,3109,0,0,,42.33703309833333,-71.08681757833332,12.249,328086.10670804745,4689306.7210522685,19.0,T,5
1645139251.4715874,3110,0,0,,42.337032048333334,-71.08681662333333,12.239,328086.1825237762,4689306.602527004,19.0,T,5
1645139251.656974,3111,0,0,,42.337031021666654,-71.086815955,12.256,328086.2347862527,4689306.487172295,19.0,T,5
1645139251.8554626,3112,0,0,,42.337030458333324,-71.08681520500001,12.27,328086.2950393927,4689306.423102108,19.0,T,5
1645139252.0567598,3113,0,0,,42.337030048333325,-71.086814555,12.238,328086.3474719394,4689306.376260593,19.0,T,5
1645139252.259975,3114,0,0,,42.33703001000001,-71.08681403833333,12.259,328086.38993272104,4689306.370959393,19.0,T,5
1645139252.4594102,3115,0,0,,42.33702994166667,-71.08681369666665,12.281,328086.41789449257,4689306.362680728,19.0,T,5
1645139252.7486606,3116,0,0,,42.337029836666666,-71.08681355666667,12.29,328086.42914216756,4689306.350738232,19.0,T,5
1645139252.964817,3117,0,0,,42.33702971333334,-71.08681380166666,12.257,328086.40862191684,4689306.337538341,19.0,T,5
1645139253.1529493,3118,0,0,,42.337029755,-71.08681393,12.244,328086.3981628029,4689306.342424565,19.0,T,5
1645139253.3548563,3119,0,0,,42.33702966166667,-71.08681387666667,12.248,328086.4023022954,4689306.331952784,19.0,T,5
1645139253.5650399,3120,0,0,,42.33702963833333,-71.08681384666669,12.261,328086.4047102417,4689306.329301141,19.0,T,5
1645139253.7494183,3121,0,0,,42.33702965166667,-71.0868139,12.268,328086.4003527453,4689306.330889535,19.0,T,5
1645139253.950909,3122,0,0,,42.337029611666665,-71.08681386333333,12.271,328086.4032645015,4689306.326373709,19.0,T,5
1645139254.1598423,3123,0,0,,42.337029588333344,-71.08681384333333,12.269,328086.40484860295,4689306.323742287,19.0,T,5
1645139254.351912,3124,0,0,,42.337029564999995,-71.08681389,12.265,328086.4009404173,4689306.321245645,19.0,T,5
1645139254.5575535,3125,0,0,,42.33702955666666,-71.0868139,12.259,328086.4000938656,4689306.320340509,19.0,T,5
1645139254.664885,3126,0,0,,42.33702953833334,-71.08681390499999,12.248,328086.399631986,4689306.318314844,19.0,T,5
1645139254.8586006,3127,0,0,,42.337029655,-71.08681395166666,12.255,328086.39610530535,4689306.331364135,19.0,T,5
1645139255.057505,3128,0,0,,42.337029683333334,-71.08681381333335,12.277,328086.4075790135,4689306.334230657,19.0,T,5
1645139255.2638047,3129,0,0,,42.33702963333333,-71.08681386500001,12.264,328086.40318623744,4689306.328782996,19.0,T,5
1645139255.4584374,3130,0,0,,42.33702958000001,-71.08681387666667,12.266,328086.4020797496,4689306.322884325,19.0,T,5
1645139255.6645763,3131,0,0,,42.33702931666667,-71.08681396499999,12.233,328086.3940848714,4689306.2938217595,19.0,T,5
1645139255.8666306,3132,0,0,,42.33702877166667,-71.086813635,12.19,328086.41978655115,4689306.23263649,19.0,T,5
1645139256.061414,3133,0,0,,42.337028226666675,-71.08681306333332,12.193,328086.4653977797,4689306.170962627,19.0,T,5
1645139256.2579107,3134,0,0,,42.33702776166667,-71.08681238833333,12.187,328086.5197400603,4689306.11796324,19.0,T,5
1645139256.548269,3135,0,0,,42.33702706333333,-71.08681168166665,12.181,328086.57605533727,4689306.038989945,19.0,T,5
1645139256.659869,3136,0,0,,42.33702608499999,-71.08681063166667,12.216,328086.65989289037,4689305.928230652,19.0,T,5
1645139256.9521444,3137,0,0,,42.33702481166666,-71.08680999500001,12.17,328086.70887436497,4689305.785549524,19.0,T,5
1645139257.058835,3138,0,0,,42.33702357666666,-71.086809105,12.185,328086.77883100335,4689305.646612841,19.0,T,5
1645139257.2625961,3139,0,0,,42.33702237166667,-71.08680745833334,12.233,328086.9112068841,4689305.509477635,19.0,T,5
1645139257.4598556,3140,0,0,,42.33702095499999,-71.08680573,12.213,328087.0497340256,4689305.348673352,19.0,T,5
1645139257.7479405,3141,0,0,,42.33701955833333,-71.08680423000001,12.236,328087.1695045802,4689305.190551556,19.0,T,5
1645139257.952171,3142,0,0,,42.33701804000001,-71.08680259999998,12.234,328087.29965356295,4689305.01865678,19.0,T,5
1645139258.1506238,3143,0,0,,42.337016991666665,-71.08680011833334,12.419,328087.5012473193,4689304.897230057,19.0,T,5
1645139258.3503957,3144,0,0,,42.337016025000004,-71.08679747833334,12.656,328087.7161078219,4689304.78455169,19.0,T,5
1645139258.5623646,3145,0,0,,42.33701487,-71.08679429499999,12.921,328087.97521728405,4689304.6498618685,19.0,T,5
1645139258.7539473,3146,0,0,,42.33701370166666,-71.08679196166665,13.035,328088.16426371934,4689304.515409975,19.0,T,5
1645139258.9649415,3147,0,0,,42.33701264833333,-71.08679038,13.125,328088.2916979575,4689304.395247633,19.0,T,5
1645139259.1563735,3148,0,0,,42.33700927333333,-71.08678968833333,12.76,328088.33948354074,4689304.019081294,19.0,T,5
1645139259.3567085,3149,0,0,,42.337007015000005,-71.08678891833334,12.571,328088.39676550427,4689303.76675389,19.0,T,5
1645139259.5709977,3150,0,0,,42.33700527666666,-71.08678865333333,12.353,328088.413860376,4689303.573189489,19.0,T,5
1645139259.6617107,3151,0,0,,42.33700370666667,-71.08678689833334,12.303,328088.55416667287,4689303.395304834,19.0,T,5
1645139259.9578114,3152,0,0,,42.33700229833334,-71.08678486833335,12.33,328088.71756922256,4689303.234816051,19.0,T,5
1645139260.0630922,3153,0,0,,42.337000659999994,-71.08678321000001,12.335,328088.8497255037,4689303.049538937,19.0,T,5
1645139260.3411129,3154,0,0,,42.336999473333336,-71.08678011666665,12.543,328089.10133416834,4689302.911514778,19.0,T,5
1645139260.4606454,3155,0,0,,42.33699791666667,-71.08677876166668,12.529,328089.20872307685,4689302.735919391,19.0,T,5
1645139260.6520817,3156,0,0,,42.33699635333333,-71.08677694166667,12.525,328089.35440256307,4689302.55864362,19.0,T,5
1645139260.963748,3157,0,0,,42.33699503500001,-71.08677522666666,12.475,328089.4920993225,4689302.4087855145,19.0,T,5
1645139261.0589042,3158,0,0,,42.336993480000004,-71.08677360666667,12.439,328089.6213246527,4689302.232839449,19.0,T,5
1645139261.263128,3159,0,0,,42.33699178666667,-71.0867718,12.456,328089.76555145415,4689302.041155137,19.0,T,5
1645139261.4594817,3160,0,0,,42.336989996666674,-71.08677019666668,12.409,328089.8927633504,4689301.839147817,19.0,T,5
1645139261.6569796,3161,0,0,,42.33698846,-71.08676864000002,12.403,328090.01682098326,4689301.665365578,19.0,T,5
1645139261.8572402,3162,0,0,,42.33698682166667,-71.08676674833335,12.399,328090.168200355,4689301.479616759,19.0,T,5
1645139262.0559502,3163,0,0,,42.336985156666664,-71.08676505,12.339,328090.30357941973,4689301.291297679,19.0,T,5
1645139262.2582884,3164,0,0,,42.336983555,-71.08676351999999,12.347,328090.42526303255,4689301.110351607,19.0,T,5
1645139262.4559567,3165,0,0,,42.336981936666675,-71.08676203166668,12.353,328090.54346855026,4689300.92763907,19.0,T,5
1645139262.6603835,3166,0,0,,42.33698023499999,-71.08676026166665,12.347,328090.68465193675,4689300.735103554,19.0,T,5
1645139262.864251,3167,0,0,,42.336978365,-71.08675868666667,12.357,328090.80931166554,4689300.524270146,19.0,T,5
1645139263.0596006,3168,0,0,,42.336976613333334,-71.08675710833333,12.305,328090.93456847104,4689300.3265700145,19.0,T,5
1645139263.3499088,3169,0,0,,42.33697522666666,-71.08675543,12.27,328091.069058343,4689300.169198175,19.0,T,5
1645139263.454154,3170,0,0,,42.33697367833334,-71.08675390666667,12.316,328091.19033809844,4689299.994187855,19.0,T,5
1645139263.660176,3171,0,0,,42.336971901666665,-71.08675234166667,12.254,328091.3144283412,4689299.793738628,19.0,T,5
1645139263.8645937,3172,0,0,,42.336970169999994,-71.08675055,12.278,328091.4573150188,4689299.597828056,19.0,T,5
1645139264.0632162,3173,0,0,,42.33696859833333,-71.086748825,12.303,328091.59514540416,4689299.419819046,19.0,T,5
1645139264.3419297,3174,0,0,,42.336967099999995,-71.08674714166666,12.264,328091.72974294086,4689299.25003738,19.0,T,5
1645139264.5459023,3175,0,0,,42.336965836666664,-71.08674538833333,12.272,328091.8707477598,4689299.106209156,19.0,T,5
1645139264.741745,3176,0,0,,42.33696412833333,-71.08674390333333,12.257,328091.98843349185,4689298.913509573,19.0,T,5
1645139264.9578447,3177,0,0,,42.336962411666676,-71.08674233833335,12.186,328092.1126872775,4689298.719722903,19.0,T,5
1645139265.0610795,3178,0,0,,42.33696073166668,-71.08674098333333,12.208,328092.2197402583,4689298.5304323435,19.0,T,5
1645139265.3397663,3179,0,0,,42.33695917833333,-71.08673930333333,12.242,328092.35391334,4689298.354550101,19.0,T,5
1645139265.4691768,3180,0,0,,42.33695758833334,-71.08673763666667,12.199,328092.48688805837,4689298.174623266,19.0,T,5
1645139265.6638298,3181,0,0,,42.336956189999995,-71.08673613333333,12.207,328092.60692894005,4689298.01630976,19.0,T,5
1645139265.8586273,3182,0,0,,42.33695439666667,-71.08673461666667,12.186,328092.726991931,4689297.814107568,19.0,T,5
1645139266.0546095,3183,0,0,,42.33695290166667,-71.08673315333333,12.156,328092.84347403806,4689297.645140842,19.0,T,5
1645139266.2573173,3184,0,0,,42.336951041666666,-71.08673167666667,12.126,328092.9600600043,4689297.435616697,19.0,T,5
1645139266.5333374,3185,0,0,,42.336949383333334,-71.08672994499999,12.137,328093.0982035419,4689297.247970571,19.0,T,5
1645139266.7367568,3186,0,0,,42.33694795,-71.08672828166667,12.113,328093.23133058986,4689297.085447125,19.0,T,5
1645139266.9646313,3187,0,0,,42.33694846499999,-71.08672477166667,12.106,328093.5219033252,4689297.13553785,19.0,T,4
1645139267.1542802,3188,0,0,,42.33694721,-71.08672336,12.103,328093.63478291454,4689296.993325756,19.0,T,4
1645139267.253314,3189,0,0,,42.336945805000006,-71.086721785,12.108,328093.7607098967,4689296.834127102,19.0,T,4
1645139267.4473755,3190,0,0,,42.336944208333335,-71.08672017333335,12.148,328093.8891353678,4689296.653571204,19.0,T,4
1645139267.7533834,3191,0,0,,42.336942808333326,-71.08671831166666,12.149,328094.0386928632,4689296.494348222,19.0,T,4
1645139267.9594955,3192,0,0,,42.33694180833333,-71.08671698666667,12.071,328094.14512733906,4689296.380627151,19.0,T,4
1645139268.083561,3193,0,0,,42.33693907833334,-71.08671731499999,12.218,328094.1106387505,4689296.078145292,19.0,T,5
1645139268.340156,3194,0,0,,42.336939305,-71.08671608833335,12.255,328094.2123146608,4689296.10083498,19.0,T,5
1645139268.449047,3195,0,0,,42.336937965,-71.08671429500001,12.225,328094.3564060648,4689295.948412692,19.0,T,5
1645139268.653217,3196,0,0,,42.33693570666666,-71.08671201166666,12.209,328094.538363482,4689295.693025895,19.0,T,5
1645139268.9448137,3197,0,0,,42.336935113333325,-71.08671043833334,12.241,328094.66636491846,4689295.623960011,19.0,T,5
1645139269.1425185,3198,0,0,,42.33693489000001,-71.08670936666668,12.214,328094.75404503674,4689295.596994005,19.0,T,5
1645139269.2532542,3199,0,0,,42.336934576666664,-71.08670810666668,12.226,328094.85699565255,4689295.559653438,19.0,T,5
1645139269.4592395,3200,0,0,,42.336935110000006,-71.08670726666665,12.257,328094.9276518838,4689295.617177835,19.0,T,5
1645139269.6550174,3201,0,0,,42.33693530333333,-71.086706495,12.286,328094.99175204,4689295.637085977,19.0,T,5
1645139269.8571615,3202,0,0,,42.33693507,-71.08670560166667,12.262,328095.0647130137,4689295.60937008,19.0,T,5
1645139270.058944,3203,0,0,,42.33693593666667,-71.08670485500001,12.265,328095.1285883257,4689295.704097286,19.0,T,5
1645139270.258193,3204,0,0,,42.336936725,-71.08670409666667,12.248,328095.19321133854,4689295.790102589,19.0,T,5
1645139270.4570236,3205,0,0,,42.33693742833334,-71.08670293333334,12.261,328095.2909684367,4689295.865850523,19.0,T,5
1645139270.6508658,3206,0,0,,42.33693772833333,-71.08670133166667,12.238,328095.423738344,4689295.895925213,19.0,T,5
1645139270.8652573,3207,0,0,,42.33693867,-71.08669974,12.279,328095.5574328848,4689295.997272304,19.0,T,5
1645139271.05304,3208,0,0,,42.33693918166667,-71.08669816166666,12.283,328095.68885725306,4689296.0508981375,19.0,T,5
1645139271.2574384,3209,0,0,,42.33693995,-71.08669636833332,12.247,328095.83869366784,4689296.1325901905,19.0,T,5
1645139271.4533494,3210,0,0,,42.33694100666666,-71.08669459500001,12.255,328095.987668063,4689296.246339895,19.0,T,5
1645139271.65659,3211,0,0,,42.336941868333334,-71.086693355,12.264,328096.0921727314,4689296.339514552,19.0,T,5
1645139271.9437382,3212,0,0,,42.336942608333324,-71.08669138166667,12.236,328096.2567611317,4689296.417696517,19.0,T,5
1645139272.1448674,3213,0,0,,42.33694336833334,-71.08668939666667,12.183,328096.42236517475,4689296.49807575,19.0,T,5
1645139272.250867,3214,0,0,,42.33694521666666,-71.08668754833334,12.189,328096.5796755848,4689296.6995823765,19.0,T,5
1645139272.4533885,3215,0,0,,42.33694649333333,-71.08668563333335,12.326,328096.7409205627,4689296.837475015,19.0,T,5
1645139272.6533046,3216,0,0,,42.33694715333333,-71.08668331166668,12.199,328096.93398819945,4689296.906069403,19.0,T,5
1645139272.946749,3217,0,0,,42.336947730000006,-71.08668128666666,12.066,328097.1023880452,4689296.966010019,19.0,T,5
1645139273.172231,3218,0,0,,42.33694947666666,-71.08667950833332,12.072,328097.253654485,4689297.1563688675,19.0,T,5
1645139273.2524574,3219,0,0,,42.33695060499999,-71.08667775000002,12.056,328097.4015883525,4689297.2781069605,19.0,T,5
1645139273.453396,3220,0,0,,42.336951739999996,-71.08667533166665,12.068,328097.60391411476,4689297.399251062,19.0,T,5
1645139273.7591746,3221,0,0,,42.336952880000005,-71.08667353,12.081,328097.7554497507,4689297.522197055,19.0,T,5
1645139273.9813225,3222,0,0,,42.33695533833333,-71.08667206666668,12.078,328097.882704259,4689297.792217874,19.0,T,5
1645139274.1728764,3223,0,0,,42.33695645666667,-71.08666996833334,12.118,328098.05862156255,4689297.912158204,19.0,T,5
1645139274.2537956,3224,0,0,,42.33695838333333,-71.086668105,12.187,328098.21738110913,4689298.122332859,19.0,T,5
1645139274.4647937,3225,0,0,,42.336959071666655,-71.08666592,12.099,328098.3992666948,4689298.194349773,19.0,T,5
1645139274.661786,3226,0,0,,42.33696037666667,-71.08666353,12.175,328098.5997214088,4689298.334428386,19.0,T,5
1645139274.8590162,3227,0,0,,42.33696141833334,-71.086661365,12.177,328098.7809220763,4689298.445720712,19.0,T,5
1645139275.0689783,3228,0,0,,42.33696296833334,-71.08665904,12.144,328098.9766893741,4689298.613136116,19.0,T,5
1645139275.2591472,3229,0,0,,42.33696428166666,-71.08665517,11.945,328099.29909571615,4689298.751148111,19.0,T,4
1645139275.4602091,3230,0,0,,42.33696549,-71.08665319333332,11.922,328099.46523476567,4689298.881328249,19.0,T,4
1645139275.6669266,3231,0,0,,42.33696653333333,-71.08665297,12.146,328099.48647686513,4689298.996730954,19.0,T,5
1645139275.8635185,3232,0,0,,42.33696784833334,-71.08665089666667,12.212,328099.66087038413,4689299.138560194,19.0,T,5
1645139276.0551112,3233,0,0,,42.33696920166667,-71.086648865,12.189,328099.8319356619,4689299.284730294,19.0,T,5
1645139276.3514044,3234,0,0,,42.33697092166667,-71.08664677666668,12.259,328100.0086684866,4689299.471501373,19.0,T,5
1645139276.550812,3235,0,0,,42.33697228999999,-71.08664476666667,12.259,328100.17798962723,4689299.6193809165,19.0,T,5
1645139276.6735523,3236,0,0,,42.33697339166667,-71.08664247333333,12.227,328100.36992639233,4689299.737076386,19.0,T,5
1645139276.8577025,3237,0,0,,42.33697458,-71.08664031333332,12.251,328100.55111471226,4689299.864665075,19.0,T,5
1645139277.0509388,3238,0,0,,42.336975483333326,-71.086638465,12.28,328100.70584997826,4689299.96123676,19.0,T,5
1645139277.2562585,3239,0,0,,42.33697715833334,-71.08663636833333,12.277,328100.8831466851,4689300.142994109,19.0,T,5
1645139277.4536202,3240,0,0,,42.336978564999995,-71.08663447500001,12.248,328101.04296072654,4689300.295366149,19.0,T,5
1645139277.661493,3241,0,0,,42.336979905,-71.08663241833332,12.263,328101.2160492287,4689300.440005179,19.0,T,5
1645139277.8530574,3242,0,0,,42.336981076666675,-71.08663039833333,12.248,328101.3856582853,4689300.566026207,19.0,T,5
1645139278.0575004,3243,0,0,,42.33698215500001,-71.08662810833333,12.224,328101.577256809,4689300.681137457,19.0,T,5
1645139278.2571647,3244,0,0,,42.336983565000004,-71.08662613333333,12.285,328101.7438079652,4689300.833714559,19.0,T,5
1645139278.464101,3245,0,0,,42.33698489166666,-71.08662412833334,12.261,328101.91260358016,4689300.976977486,19.0,T,5
1645139278.7531364,3246,0,0,,42.336986456666665,-71.08662227333332,12.28,328102.0696909438,4689301.14700875,19.0,T,5
1645139278.8507876,3247,0,0,,42.336987500000006,-71.08662023499998,12.295,328102.240460666,4689301.258742299,19.0,T,5
1645139279.0597017,3248,0,0,,42.33698863833333,-71.08661810333334,12.241,328102.4191784449,4689301.380836195,19.0,T,5
1645139279.2517052,3249,0,0,,42.33699014000001,-71.08661598333333,12.244,328102.59792507807,4689301.543299074,19.0,T,5
1645139279.457219,3250,0,0,,42.33699121833333,-71.08661412333332,12.301,328102.75409826834,4689301.659279629,19.0,T,5
1645139279.650884,3251,0,0,,42.33699245833333,-71.08661215833332,12.244,328102.91936232126,4689301.7929997705,19.0,T,5
1645139279.8593419,3252,0,0,,42.336993865000004,-71.08661031666666,12.237,328103.07491975534,4689301.945476306,19.0,T,5
1645139280.053192,3253,0,0,,42.336995343333335,-71.08660829,12.272,328103.2459135683,4689302.105536889,19.0,T,5
1645139280.2557304,3254,0,0,,42.336996635,-71.08660608833334,12.265,328103.4308160168,4689302.244515796,19.0,T,5
1645139280.4647374,3255,0,0,,42.336997784999994,-71.086603815,12.253,328103.62123666273,4689302.367618827,19.0,T,5
1645139280.6598215,3256,0,0,,42.33699891166666,-71.08660190666667,12.285,328103.78152342676,4689302.488868744,19.0,T,5
1645139280.9765615,3257,0,0,,42.337000306666674,-71.086599865,12.251,328103.9535259145,4689302.639645492,19.0,T,5
1645139281.0603182,3258,0,0,,42.33700181999999,-71.08659805666667,12.24,328104.1066278035,4689302.80403395,19.0,T,5
1645139281.2574217,3259,0,0,,42.33700301166667,-71.08659608999999,12.288,328104.27189741586,4689302.932383708,19.0,T,5
1645139281.4519403,3260,0,0,,42.33700421333334,-71.08659372000001,12.244,328104.47042262624,4689303.061028534,19.0,T,5
1645139281.6534755,3261,0,0,,42.33700541666667,-71.08659150499999,12.228,328104.65618279926,4689303.190171775,19.0,T,5
1645139281.9594638,3262,0,0,,42.337006766666676,-71.08658927833334,12.261,328104.843303742,4689303.335577652,19.0,T,5
1645139282.0518875,3263,0,0,,42.337008113333326,-71.08658729,12.235,328105.01078065584,4689303.48109519,19.0,T,5
1645139282.2574348,3264,0,0,,42.33700956333334,-71.08658525000001,12.227,328105.1827956452,4689303.6379826665,19.0,T,5
